image_id,degradation_type,field,ground_truth,prediction,exact_match,edit_distance_score
id_card_0001_combined,combined,address,"01338 ANNA STRAVENUE SUITE 379, LISATOWN, WV 21427","01338 ANNA STRAVENUE SUITE 379, LISATOWN, WV 21427",1,1.0
id_card_0001_combined,combined,issue_date,2021-09-07,2021-09-07,1,1.0
id_card_0001_combined,combined,expiry_date,2025-09-06,2025-09-06,1,1.0
id_card_0001_glare,glare,name,GINA MOORE,GINA MOORE,1,1.0
id_card_0001_glare,glare,dob,1987-08-26,1987-08-26,1,1.0
id_card_0001_glare,glare,id_number,DL-RV43321IF,DL-RV43321IF,1,1.0
id_card_0001_glare,glare,address,"01338 ANNA STRAVENUE SUITE 379, LISATOWN, WV 21427","01338 ANNA STRAVENUE SUITE 379, LISATOWN, WV 21427",1,1.0
id_card_0001_glare,glare,issue_date,2021-09-07,2021-09-07,1,1.0
id_card_0001_glare,glare,expiry_date,2025-09-06,2025-09-06,1,1.0
id_card_0001_jpeg,jpeg,name,GINA MOORE,GINA MOORE,1,1.0
id_card_0001_jpeg,jpeg,dob,1987-08-26,1987-08-26,1,1.0
id_card_0001_jpeg,jpeg,id_number,DL-RV43321IF,DL-RV43321IF,1,1.0
id_card_0001_jpeg,jpeg,address,"01338 ANNA STRAVENUE SUITE 379, LISATOWN, WV 21427","01338 ANNA STRAVENUE SUITE 379, LISATOWN, WV 21427",1,1.0
id_card_0001_jpeg,jpeg,issue_date,2021-09-07,2021-09-07,1,1.0
id_card_0001_jpeg,jpeg,expiry_date,2025-09-06,2025-09-06,1,1.0
id_card_0001_rotation,rotation,name,GINA MOORE,GINA MOORE,1,1.0
id_card_0001_rotation,rotation,dob,1987-08-26,1987-08-26,1,1.0
id_card_0001_rotation,rotation,id_number,DL-RV43321IF,DL-RV43321IF,1,1.0
id_card_0001_rotation,rotation,address,"01338 ANNA STRAVENUE SUITE 379, LISATOWN, WV 21427","01338 ANNA STRAVENUE SUITE 379, LISATOWN, WV 21427",1,1.0
id_card_0001_rotation,rotation,issue_date,2021-09-07,2025-09-06,0,0.8
id_card_0001_rotation,rotation,expiry_date,2025-09-06,2025-09-06,1,1.0
id_card_0002_blur,blur,name,JAMIE CHAVEZ,JAMIE CHAVEZ,1,1.0
id_card_0002_blur,blur,dob,2006-01-30,2006-01-30,1,1.0
id_card_0002_blur,blur,id_number,DL-MQ16155ZC,DL-MQ16155ZC,1,1.0
id_card_0002_blur,blur,address,"161 CALDERON RIVER SUITE 931, LAKE JEREMYPORT, CO 31013","161 CALDERON RIVER SUITE 931, LAKE JEREMYPORT, CO 31013",1,1.0
id_card_0002_blur,blur,issue_date,2023-03-30,2023-03-30,1,1.0
id_card_0002_blur,blur,expiry_date,2028-03-28,2028-03-28,1,1.0
id_card_0002_combined,combined,name,JAMIE CHAVEZ,JAMIE CHAVEZ,1,1.0
id_card_0002_combined,combined,dob,2006-01-30,2006-01-30,1,1.0
id_card_0002_combined,combined,id_number,DL-MQ16155ZC,DL-MQ16155ZC,1,1.0
id_card_0002_combined,combined,address,"161 CALDERON RIVER SUITE 931, LAKE JEREMYPORT, CO 31013","161 CALDERON RIVER SUITE 931, LAKE JEREMYPORT, CO 31013",1,1.0
id_card_0002_combined,combined,issue_date,2023-03-30,2023-03-30,1,1.0
id_card_0002_combined,combined,expiry_date,2028-03-28,2028-03-28,1,1.0
id_card_0002_glare,glare,name,JAMIE CHAVEZ,JAMIE CHAVEZ,1,1.0
id_card_0002_glare,glare,dob,2006-01-30,2006-01-30,1,1.0
id_card_0002_glare,glare,id_number,DL-MQ16155ZC,DL-MQ16155ZC,1,1.0
id_card_0002_glare,glare,address,"161 CALDERON RIVER SUITE 931, LAKE JEREMYPORT, CO 31013","161 CALDERON RIVER SUITE 931, LAKE JEREMYPORT, CO 31013",1,1.0
id_card_0002_glare,glare,issue_date,2023-03-30,2023-03-30,1,1.0
id_card_0002_glare,glare,expiry_date,2028-03-28,2028-03-28,1,1.0
id_card_0002_jpeg,jpeg,name,JAMIE CHAVEZ,JAMIE CHAVEZ,1,1.0
id_card_0002_jpeg,jpeg,dob,2006-01-30,2006-01-30,1,1.0
id_card_0002_jpeg,jpeg,id_number,DL-MQ16155ZC,DL-MQ16155ZC,1,1.0
id_card_0002_jpeg,jpeg,address,"161 CALDERON RIVER SUITE 931, LAKE JEREMYPORT, CO 31013","161 CALDERON RIVER SUITE 931, LAKE JEREMYPORT, CO 31013",1,1.0
id_card_0002_jpeg,jpeg,issue_date,2023-03-30,2023-03-30,1,1.0
id_card_0002_jpeg,jpeg,expiry_date,2028-03-28,2028-03-28,1,1.0
id_card_0002_rotation,rotation,name,JAMIE CHAVEZ,JAMIE CHAVEZ,1,1.0
id_card_0002_rotation,rotation,dob,2006-01-30,2006-01-30,1,1.0
id_card_0002_rotation,rotation,id_number,DL-MQ16155ZC,DL-MQ16155ZC,1,1.0
id_card_0002_rotation,rotation,address,"161 CALDERON RIVER SUITE 931, LAKE JEREMYPORT, CO 31013","161 CALDERON RIVER SUITE 931, LAKE JEREMYPORT, CO 31013",1,1.0
id_card_0002_rotation,rotation,issue_date,2023-03-30,2028-03-28,0,0.7
id_card_0002_rotation,rotation,expiry_date,2028-03-28,2028-03-28,1,1.0
id_card_0003_blur,blur,name,THOMAS BRADLEY,THOMAS BRADLEY,1,1.0
id_card_0003_blur,blur,dob,1998-12-10,1998-12-10,1,1.0
id_card_0003_blur,blur,id_number,DL-OK53419IU,DL-OK53419IU,1,1.0
id_card_0003_blur,blur,address,"76483 CAMERON TRAIL, EAST LYDIAMOUTH, MO 35594","76483 CAMERON TRAIL, EASI LYDIAMOUTH, MO 35594",0,0.9783
id_card_0003_blur,blur,issue_date,2022-05-17,2022-05-17,1,1.0
id_card_0003_blur,blur,expiry_date,2030-05-15,2030-05-15,1,1.0
id_card_0003_combined,combined,name,THOMAS BRADLEY,THOMAS BRADLEY,1,1.0
id_card_0003_combined,combined,dob,1998-12-10,1998-12-10,1,1.0
id_card_0003_combined,combined,id_number,DL-OK53419IU,DL-OK53419IU,1,1.0
id_card_0003_combined,combined,address,"76483 CAMERON TRAIL, EAST LYDIAMOUTH, MO 35594","76483 CAMERON TRAIL, EAST LYDIAMOUTH, MO 35594",1,1.0
id_card_0003_combined,combined,issue_date,2022-05-17,2022-05-17,1,1.0
id_card_0003_combined,combined,expiry_date,2030-05-15,2030-05-15,1,1.0
id_card_0003_glare,glare,name,THOMAS BRADLEY,THOMAS BRADLEY,1,1.0
id_card_0003_glare,glare,dob,1998-12-10,1998-12-10,1,1.0
id_card_0003_glare,glare,id_number,DL-OK53419IU,DL-OK53419IU,1,1.0
id_card_0003_glare,glare,address,"76483 CAMERON TRAIL, EAST LYDIAMOUTH, MO 35594","76483 CAMERON TRAIL, EAST LYDIAMOUTH, MO 35594",1,1.0
id_card_0003_glare,glare,issue_date,2022-05-17,2022-05-17,1,1.0
id_card_0003_glare,glare,expiry_date,2030-05-15,2030-05-15,1,1.0
id_card_0003_jpeg,jpeg,name,THOMAS BRADLEY,THOMAS BRADLEY,1,1.0
id_card_0003_jpeg,jpeg,dob,1998-12-10,1998-12-10,1,1.0
id_card_0003_jpeg,jpeg,id_number,DL-OK53419IU,DL-OK53419IU,1,1.0
id_card_0003_jpeg,jpeg,address,"76483 CAMERON TRAIL, EAST LYDIAMOUTH, MO 35594","76483 CAMERON TRAIL, EAST LYDIAMOUTH, MO 35594",1,1.0
id_card_0003_jpeg,jpeg,issue_date,2022-05-17,2022-05-17,1,1.0
id_card_0003_jpeg,jpeg,expiry_date,2030-05-15,2030-05-15,1,1.0
id_card_0003_rotation,rotation,name,THOMAS BRADLEY,THOMAS BRADLEY,1,1.0
id_card_0003_rotation,rotation,dob,1998-12-10,1998-12-10,1,1.0
id_card_0003_rotation,rotation,id_number,DL-OK53419IU,DL-OK53419IU,1,1.0
id_card_0003_rotation,rotation,address,"76483 CAMERON TRAIL, EAST LYDIAMOUTH, MO 35594","76483 CAMERON TRAIL, EAST LYDIAMOUTH, MO 35594",1,1.0
id_card_0003_rotation,rotation,issue_date,2022-05-17,2030-05-15,0,0.7
id_card_0003_rotation,rotation,expiry_date,2030-05-15,2030-05-15,1,1.0
id_card_0004_blur,blur,name,JANICE CARLSON,JANICE CARLSON,1,1.0
id_card_0004_blur,blur,dob,1992-03-15,1992-03-15,1,1.0
id_card_0004_blur,blur,id_number,DL-IP76724VJ,DL-IP76724VJ,1,1.0
id_card_0004_blur,blur,address,"969 COX DAM SUITE 101, LAKE ERNEST, TX 55834","969 COX DAM SUITE 101, LAKE ERNESI, TX 55834",0,0.9773
id_card_0004_blur,blur,issue_date,2022-08-16,2022-08-16,1,1.0
id_card_0004_blur,blur,expiry_date,2027-08-15,2027-08-15,1,1.0
id_card_0004_combined,combined,name,JANICE CARLSON,JANICE CARLSON,1,1.0
id_card_0004_combined,combined,dob,1992-03-15,1992-03-15,1,1.0
id_card_0004_combined,combined,id_number,DL-IP76724VJ,DL-IP76724VJ,1,1.0
id_card_0004_combined,combined,address,"969 COX DAM SUITE 101, LAKE ERNEST, TX 55834","969 COX DAM SUITE 101, LAKE ERNEST, TX 55834",1,1.0
id_card_0004_combined,combined,issue_date,2022-08-16,2022-08-16,1,1.0
id_card_0004_combined,combined,expiry_date,2027-08-15,2027-08-15,1,1.0
id_card_0004_glare,glare,name,JANICE CARLSON,JANICE CARLSON,1,1.0
id_card_0004_glare,glare,dob,1992-03-15,1992-03-15,1,1.0
id_card_0004_glare,glare,id_number,DL-IP76724VJ,DL-IP76724VJ,1,1.0
id_card_0004_glare,glare,address,"969 COX DAM SUITE 101, LAKE ERNEST, TX 55834","969 COX DAM SUITE 101, LAKE ERNEST, TX 55834",1,1.0
id_card_0004_glare,glare,issue_date,2022-08-16,2022-08-16,1,1.0
id_card_0004_glare,glare,expiry_date,2027-08-15,2027-08-15,1,1.0
id_card_0004_jpeg,jpeg,name,JANICE CARLSON,JANICE CARLSON,1,1.0
id_card_0004_jpeg,jpeg,dob,1992-03-15,1992-03-15,1,1.0
id_card_0004_jpeg,jpeg,id_number,DL-IP76724VJ,DL-IP76724VJ,1,1.0
id_card_0004_jpeg,jpeg,address,"969 COX DAM SUITE 101, LAKE ERNEST, TX 55834","969 COX DAM SUITE 101, LAKE ERNEST, TX 55834",1,1.0
id_card_0004_jpeg,jpeg,issue_date,2022-08-16,2022-08-16,1,1.0
id_card_0004_jpeg,jpeg,expiry_date,2027-08-15,2027-08-15,1,1.0
id_card_0004_rotation,rotation,name,JANICE CARLSON,JANICE CARLSON,1,1.0
id_card_0004_rotation,rotation,dob,1992-03-15,1992-03-15,1,1.0
id_card_0004_rotation,rotation,id_number,DL-IP76724VJ,DL-IP76724VJ,1,1.0
id_card_0004_rotation,rotation,address,"969 COX DAM SUITE 101, LAKE ERNEST, TX 55834","969 COX DAM SUITE 101, LAKE ERNEST, TX 55834",1,1.0
id_card_0004_rotation,rotation,issue_date,2022-08-16,2027-08-15,0,0.8
id_card_0004_rotation,rotation,expiry_date,2027-08-15,2027-08-15,1,1.0
id_card_0005_blur,blur,name,LINDA BURNS,LINDA BURNS,1,1.0
id_card_0005_blur,blur,dob,1977-09-16,1977-09-16,1,1.0
id_card_0005_blur,blur,id_number,DL-XP80184VH,DL-XP80184VH,1,1.0
id_card_0005_blur,blur,address,"2704 WILLIAM COVES SUITE 893, WEST KATHRYN, ND 70015","2704 WILLIAM COVES SUITE 893, WESI KATHRYN, ND 70015",0,0.9808
id_card_0005_blur,blur,issue_date,2022-10-26,2022-10-26,1,1.0
id_card_0005_blur,blur,expiry_date,2030-10-24,2030-10-24,1,1.0
id_card_0005_combined,combined,name,LINDA BURNS,LINDA BURNS,1,1.0
id_card_0005_combined,combined,dob,1977-09-16,1977-09-16,1,1.0
id_card_0005_combined,combined,id_number,DL-XP80184VH,DL-XP80184VH,1,1.0
id_card_0005_combined,combined,address,"2704 WILLIAM COVES SUITE 893, WEST KATHRYN, ND 70015","2704 WILLIAM COVES SUITE 893, WEST KATHRYN, ND 70015",1,1.0
id_card_0005_combined,combined,issue_date,2022-10-26,2022-10-26,1,1.0
id_card_0005_combined,combined,expiry_date,2030-10-24,2030-10-24,1,1.0
id_card_0005_glare,glare,name,LINDA BURNS,LINDA BURNS,1,1.0
id_card_0005_glare,glare,dob,1977-09-16,1977-09-16,1,1.0
id_card_0005_glare,glare,id_number,DL-XP80184VH,DL-XP80184VH,1,1.0
id_card_0005_glare,glare,address,"2704 WILLIAM COVES SUITE 893, WEST KATHRYN, ND 70015","2704 WILLIAM COVES SUITE 893, WEST KATHRYN, ND 70015",1,1.0
id_card_0005_glare,glare,issue_date,2022-10-26,2022-10-26,1,1.0
id_card_0005_glare,glare,expiry_date,2030-10-24,2030-10-24,1,1.0
id_card_0005_jpeg,jpeg,name,LINDA BURNS,LINDA BURNS,1,1.0
id_card_0005_jpeg,jpeg,dob,1977-09-16,1977-09-16,1,1.0
id_card_0005_jpeg,jpeg,id_number,DL-XP80184VH,DL-XP80184VH,1,1.0
id_card_0005_jpeg,jpeg,address,"2704 WILLIAM COVES SUITE 893, WEST KATHRYN, ND 70015","2704 WILLIAM COVES SUITE 893, WEST KATHRYN, ND 70015",1,1.0
id_card_0005_jpeg,jpeg,issue_date,2022-10-26,2022-10-26,1,1.0
id_card_0005_jpeg,jpeg,expiry_date,2030-10-24,2030-10-24,1,1.0
id_card_0005_rotation,rotation,name,LINDA BURNS,LINDA BURNS,1,1.0
id_card_0005_rotation,rotation,dob,1977-09-16,1977-09-16,1,1.0
id_card_0005_rotation,rotation,id_number,DL-XP80184VH,DL-XP80184VH,1,1.0
id_card_0005_rotation,rotation,address,"2704 WILLIAM COVES SUITE 893, WEST KATHRYN, ND 70015","2704 WILLIAM COVES SUITE 893, WEST KATHRYN, ND 70015",1,1.0
id_card_0005_rotation,rotation,issue_date,2022-10-26,2030-10-24,0,0.7
id_card_0005_rotation,rotation,expiry_date,2030-10-24,2030-10-24,1,1.0
id_card_0006_blur,blur,name,MICHELLE ROSS,MICHELLE ROSS,1,1.0
id_card_0006_blur,blur,dob,1957-01-18,1957-01-18,1,1.0
id_card_0006_blur,blur,id_number,DL-FF43039UF,DL-FF43039UF,1,1.0
id_card_0006_blur,blur,address,"227 JOSEPH WELL, BRANDTSIDE, WV 96174","227 JOSEPH WELL, BRANDTSIDE, WV 96174",1,1.0
id_card_0006_blur,blur,issue_date,2023-05-18,2023-05-18,1,1.0
id_card_0006_blur,blur,expiry_date,2028-05-16,2028-05-16,1,1.0
id_card_0006_combined,combined,name,MICHELLE ROSS,MICHELLE ROSS,1,1.0
id_card_0006_combined,combined,dob,1957-01-18,1957-01-18,1,1.0
id_card_0006_combined,combined,id_number,DL-FF43039UF,DL-FF43039UF,1,1.0
id_card_0006_combined,combined,address,"227 JOSEPH WELL, BRANDTSIDE, WV 96174","227 JOSEPH WELL, BRANDTSIDE, WV 96174",1,1.0
id_card_0006_combined,combined,issue_date,2023-05-18,2023-05-18,1,1.0
id_card_0006_combined,combined,expiry_date,2028-05-16,2028-05-16,1,1.0
id_card_0006_glare,glare,name,MICHELLE ROSS,MICHELLE ROSS,1,1.0
id_card_0006_glare,glare,dob,1957-01-18,1957-01-18,1,1.0
id_card_0006_glare,glare,id_number,DL-FF43039UF,DL-FF43039UF,1,1.0
id_card_0006_glare,glare,address,"227 JOSEPH WELL, BRANDTSIDE, WV 96174","227 JOSEPH WELL, BRANDTSIDE, WV 96174",1,1.0
id_card_0006_glare,glare,issue_date,2023-05-18,2023-05-18,1,1.0
id_card_0006_glare,glare,expiry_date,2028-05-16,2028-05-16,1,1.0
id_card_0006_jpeg,jpeg,name,MICHELLE ROSS,MICHELLE ROSS,1,1.0
id_card_0006_jpeg,jpeg,dob,1957-01-18,1957-01-18,1,1.0
id_card_0006_jpeg,jpeg,id_number,DL-FF43039UF,DL-FF43039UF,1,1.0
id_card_0006_jpeg,jpeg,address,"227 JOSEPH WELL, BRANDTSIDE, WV 96174","227 JOSEPH WELL, BRANDTSIDE, WV 96174",1,1.0
id_card_0006_jpeg,jpeg,issue_date,2023-05-18,2023-05-18,1,1.0
id_card_0006_jpeg,jpeg,expiry_date,2028-05-16,2028-05-16,1,1.0
id_card_0006_rotation,rotation,name,MICHELLE ROSS,MICHELLE ROSS,1,1.0
id_card_0006_rotation,rotation,dob,1957-01-18,1957-01-18,1,1.0
id_card_0006_rotation,rotation,id_number,DL-FF43039UF,DL-FF43039UF,1,1.0
id_card_0006_rotation,rotation,address,"227 JOSEPH WELL, BRANDTSIDE, WV 96174","227 JOSEPH WELL, BRANDTSIDE, WV 96174",1,1.0
id_card_0006_rotation,rotation,issue_date,2023-05-18,2028-05-16,0,0.8
id_card_0006_rotation,rotation,expiry_date,2028-05-16,2028-05-16,1,1.0
id_card_0007_blur,blur,name,MR. NATHANIEL KHAN,MR. NATHANIEL KHAN,1,1.0
id_card_0007_blur,blur,dob,1989-07-09,1989-07-09,1,1.0
id_card_0007_blur,blur,id_number,DL-EV87133BL,DL-EV87133BL,1,1.0
id_card_0007_blur,blur,address,"301 JEREMY BYPASS, CHADBURY, KY 88185","301 JEREMY BYPASS, CHADBURY, KY 88185",1,1.0
id_card_0007_blur,blur,issue_date,2023-06-06,2023-06-06,1,1.0
id_card_0007_blur,blur,expiry_date,2028-06-04,2028-06-04,1,1.0
id_card_0007_combined,combined,name,MR. NATHANIEL KHAN,MR. NATHANIEL KHAN,1,1.0
id_card_0007_combined,combined,dob,1989-07-09,1989-07-09,1,1.0
id_card_0007_combined,combined,id_number,DL-EV87133BL,DL-EV87133BL,1,1.0
id_card_0007_combined,combined,address,"301 JEREMY BYPASS, CHADBURY, KY 88185","301 JEREMY BYPASS, CHADBURY, KY 88185",1,1.0
id_card_0007_combined,combined,issue_date,2023-06-06,2023-06-06,1,1.0
id_card_0007_combined,combined,expiry_date,2028-06-04,2028-06-04,1,1.0
id_card_0007_glare,glare,name,MR. NATHANIEL KHAN,MR. NATHANIEL KHAN,1,1.0
id_card_0007_glare,glare,dob,1989-07-09,1989-07-09,1,1.0
id_card_0007_glare,glare,id_number,DL-EV87133BL,DL-EV87133BL,1,1.0
id_card_0007_glare,glare,address,"301 JEREMY BYPASS, CHADBURY, KY 88185","301 JEREMY BYPASS, CHADBURY, KY 88185",1,1.0
id_card_0007_glare,glare,issue_date,2023-06-06,2023-06-06,1,1.0
id_card_0007_glare,glare,expiry_date,2028-06-04,2028-06-04,1,1.0
id_card_0007_jpeg,jpeg,name,MR. NATHANIEL KHAN,MR. NATHANIEL KHAN,1,1.0
id_card_0007_jpeg,jpeg,dob,1989-07-09,1989-07-09,1,1.0
id_card_0007_jpeg,jpeg,id_number,DL-EV87133BL,DL-EV871338L,0,0.9167
id_card_0007_jpeg,jpeg,address,"301 JEREMY BYPASS, CHADBURY, KY 88185","301 JEREMY BYPASS, CHADBURY, KY 88185",1,1.0
id_card_0007_jpeg,jpeg,issue_date,2023-06-06,2023-06-06,1,1.0
id_card_0007_jpeg,jpeg,expiry_date,2028-06-04,2028-06-04,1,1.0
id_card_0007_rotation,rotation,name,MR. NATHANIEL KHAN,MR. NATHANIEL KHAN,1,1.0
id_card_0007_rotation,rotation,dob,1989-07-09,1989-07-09,1,1.0
id_card_0007_rotation,rotation,id_number,DL-EV87133BL,DL-EV87133BL,1,1.0
id_card_0007_rotation,rotation,address,"301 JEREMY BYPASS, CHADBURY, KY 88185","301 JEREMY BYPASS, CHADBURY, KY 88185",1,1.0
id_card_0007_rotation,rotation,issue_date,2023-06-06,2028-06-04,0,0.8
id_card_0007_rotation,rotation,expiry_date,2028-06-04,2028-06-04,1,1.0
id_card_0008_blur,blur,name,THOMAS RAMOS,THOMAS RAMOS,1,1.0
id_card_0008_blur,blur,dob,1983-12-26,1983-12-26,1,1.0
id_card_0008_blur,blur,id_number,DL-QB76311WB,DL-QB76311WB,1,1.0
id_card_0008_blur,blur,address,"0106 MCBRIDE COVES APT. 338, TAYLORBURGH, KY 61138","0106 MCBRIDE COVES APT. 338, TAYLORBURGH, KY 61138",1,1.0
id_card_0008_blur,blur,issue_date,2022-10-10,2022-10-10,1,1.0
id_card_0008_blur,blur,expiry_date,2027-10-09,2027-10-09,1,1.0
id_card_0008_combined,combined,name,THOMAS RAMOS,THOMAS RAMOS,1,1.0
id_card_0008_combined,combined,dob,1983-12-26,1983-12-26,1,1.0
id_card_0008_combined,combined,id_number,DL-QB76311WB,DL-QB76311WB,1,1.0
id_card_0008_combined,combined,address,"0106 MCBRIDE COVES APT. 338, TAYLORBURGH, KY 61138","0106 MCBRIDE COVES APT. 338, TAYLORBURGH, KY 61138",1,1.0
id_card_0008_combined,combined,issue_date,2022-10-10,2022-10-10,1,1.0
id_card_0008_combined,combined,expiry_date,2027-10-09,2027-10-09,1,1.0
id_card_0008_glare,glare,name,THOMAS RAMOS,THOMAS RAMOS,1,1.0
id_card_0008_glare,glare,dob,1983-12-26,1983-12-26,1,1.0
id_card_0008_glare,glare,id_number,DL-QB76311WB,DL-QB76311WB,1,1.0
id_card_0008_glare,glare,address,"0106 MCBRIDE COVES APT. 338, TAYLORBURGH, KY 61138","0106 MCBRIDE COVES APT. 338, TAYLORBURGH, KY 61138",1,1.0
id_card_0008_glare,glare,issue_date,2022-10-10,2022-10-10,1,1.0
id_card_0008_glare,glare,expiry_date,2027-10-09,2027-10-09,1,1.0
id_card_0008_jpeg,jpeg,name,THOMAS RAMOS,THOMAS RAMOS,1,1.0
id_card_0008_jpeg,jpeg,dob,1983-12-26,1983-12-26,1,1.0
id_card_0008_jpeg,jpeg,id_number,DL-QB76311WB,DL-Q876311W8,0,0.8333
id_card_0008_jpeg,jpeg,address,"0106 MCBRIDE COVES APT. 338, TAYLORBURGH, KY 61138","0106 MCBRIDE COVES APT. 338, TAYLORBURGH, KY 61138",1,1.0
id_card_0008_jpeg,jpeg,issue_date,2022-10-10,2022-10-10,1,1.0
id_card_0008_jpeg,jpeg,expiry_date,2027-10-09,2027-10-09,1,1.0
id_card_0008_rotation,rotation,name,THOMAS RAMOS,THOMAS RAMOS,1,1.0
id_card_0008_rotation,rotation,dob,1983-12-26,1983-12-26,1,1.0
id_card_0008_rotation,rotation,id_number,DL-QB76311WB,DL-QB76311WB,1,1.0
id_card_0008_rotation,rotation,address,"0106 MCBRIDE COVES APT. 338, TAYLORBURGH, KY 61138","0106 MCBRIDE COVES APT. 338, TAYLORBURGH, KY 61138",1,1.0
id_card_0008_rotation,rotation,issue_date,2022-10-10,2027-10-09,0,0.7
id_card_0008_rotation,rotation,expiry_date,2027-10-09,2027-10-09,1,1.0
id_card_0009_blur,blur,name,MR. DANIEL BROWN,MR. DANIEL BROWN,1,1.0
id_card_0009_blur,blur,dob,2000-07-09,2000-07-09,1,1.0
id_card_0009_blur,blur,id_number,DL-KA08013FE,DL-KA08013FE,1,1.0
id_card_0009_blur,blur,address,"0260 BAKER TUNNEL, MITCHELLSIDE, TN 94664","0260 BAKER TUNNEL, MITCHELLSIDE, TN 94664",1,1.0
id_card_0009_blur,blur,issue_date,2024-04-24,2024-04-24,1,1.0
id_card_0009_blur,blur,expiry_date,2028-04-23,2028-04-23,1,1.0
id_card_0009_combined,combined,name,MR. DANIEL BROWN,MR. DANIEL BROWN,1,1.0
id_card_0009_combined,combined,dob,2000-07-09,2000-07-09,1,1.0
id_card_0009_combined,combined,id_number,DL-KA08013FE,DL-KA08013FE,1,1.0
id_card_0009_combined,combined,address,"0260 BAKER TUNNEL, MITCHELLSIDE, TN 94664","0260 BAKER TUNNEL, MITCHELLSIDE, TN 94664",1,1.0
id_card_0009_combined,combined,issue_date,2024-04-24,2024-04-24,1,1.0
id_card_0009_combined,combined,expiry_date,2028-04-23,2028-04-23,1,1.0
id_card_0009_glare,glare,name,MR. DANIEL BROWN,MR. DANIEL BROWN,1,1.0
id_card_0009_glare,glare,dob,2000-07-09,2000-07-09,1,1.0
id_card_0009_glare,glare,id_number,DL-KA08013FE,DL-KA08013FE,1,1.0
id_card_0009_glare,glare,address,"0260 BAKER TUNNEL, MITCHELLSIDE, TN 94664","0260 BAKER TUNNEL, MITCHELLSIDE, TN 94664",1,1.0
id_card_0009_glare,glare,issue_date,2024-04-24,2024-04-24,1,1.0
id_card_0009_glare,glare,expiry_date,2028-04-23,2028-04-23,1,1.0
id_card_0009_jpeg,jpeg,name,MR. DANIEL BROWN,MR. DANIEL BROWN,1,1.0
id_card_0009_jpeg,jpeg,dob,2000-07-09,2000-07-09,1,1.0
id_card_0009_jpeg,jpeg,id_number,DL-KA08013FE,DL-KA08013FE,1,1.0
id_card_0009_jpeg,jpeg,address,"0260 BAKER TUNNEL, MITCHELLSIDE, TN 94664","0260 BAKER TUNNEL, MITCHELLSIDE, TN 94664",1,1.0
id_card_0009_jpeg,jpeg,issue_date,2024-04-24,2024-04-24,1,1.0
id_card_0009_jpeg,jpeg,expiry_date,2028-04-23,2028-04-23,1,1.0
id_card_0009_rotation,rotation,name,MR. DANIEL BROWN,MR. DANIEL BROWN,1,1.0
id_card_0009_rotation,rotation,dob,2000-07-09,2000-07-09,1,1.0
id_card_0009_rotation,rotation,id_number,DL-KA08013FE,DL-KA08013FE,1,1.0
id_card_0009_rotation,rotation,address,"0260 BAKER TUNNEL, MITCHELLSIDE, TN 94664","0260 BAKER TUNNEL, MITCHELLSIDE, TN 94664",1,1.0
id_card_0009_rotation,rotation,issue_date,2024-04-24,2028-04-23,0,0.8
id_card_0009_rotation,rotation,expiry_date,2028-04-23,2028-04-23,1,1.0
id_card_0010_blur,blur,name,KEVIN MILLS,KEVIN MILLS,1,1.0
id_card_0010_blur,blur,dob,1993-03-27,1993-03-27,1,1.0
id_card_0010_blur,blur,id_number,DL-GH50097KD,DL-GH50097KD,1,1.0
id_card_0010_blur,blur,address,"19136 SHELLY PORT, NEW BROOKE, RI 11246","19136 SHELLY PORT, NEW BROOKE, RI 11246",1,1.0
id_card_0010_blur,blur,issue_date,2021-11-12,2021-11-12,1,1.0
id_card_0010_blur,blur,expiry_date,2025-11-11,2025-11-11,1,1.0
id_card_0010_combined,combined,name,KEVIN MILLS,KEVIN MILLS,1,1.0
id_card_0010_combined,combined,dob,1993-03-27,1993-03-27,1,1.0
id_card_0010_combined,combined,id_number,DL-GH50097KD,DL-GH50097KD,1,1.0
id_card_0010_combined,combined,address,"19136 SHELLY PORT, NEW BROOKE, RI 11246","19136 SHELLY PORT, NEW BROOKE, RI 11246",1,1.0
id_card_0010_combined,combined,issue_date,2021-11-12,2021-11-12,1,1.0
id_card_0010_combined,combined,expiry_date,2025-11-11,2025-11-11,1,1.0
id_card_0010_glare,glare,name,KEVIN MILLS,KEVIN MILLS,1,1.0
id_card_0010_glare,glare,dob,1993-03-27,1993-03-27,1,1.0
id_card_0010_glare,glare,id_number,DL-GH50097KD,DL-GH50097KD,1,1.0
id_card_0010_glare,glare,address,"19136 SHELLY PORT, NEW BROOKE, RI 11246","19136 SHELLY PORT, NEW BROOKE, RI 11246",1,1.0
id_card_0010_glare,glare,issue_date,2021-11-12,2021-11-12,1,1.0
id_card_0010_glare,glare,expiry_date,2025-11-11,2025-11-11,1,1.0
id_card_0010_jpeg,jpeg,name,KEVIN MILLS,KEVIN MILLS,1,1.0
id_card_0010_jpeg,jpeg,dob,1993-03-27,1993-03-27,1,1.0
id_card_0010_jpeg,jpeg,id_number,DL-GH50097KD,DL-GH50097KD,1,1.0
id_card_0010_jpeg,jpeg,address,"19136 SHELLY PORT, NEW BROOKE, RI 11246","19136 SHELLY PORT, NEW BROOKE, RI 11246",1,1.0
id_card_0010_jpeg,jpeg,issue_date,2021-11-12,2021-11-12,1,1.0
id_card_0010_jpeg,jpeg,expiry_date,2025-11-11,2025-11-11,1,1.0
